mission_time,target_altitude,current_altitude,error,velocity_cmd,control_action,height_sonar,height_baro,velocity_z_measured,battery,height_sonar_cal
27.70106101,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.14,0.06,90,0.6475632633713316
27.75665879,1.5,1.6,-0.1,-0.8,DESCEND,1.6,-39.14,0.06,90,0.6475632633713316
27.80994964,1.5,1.53,-0.03,0,HOLD,1.53,-39.24,0.07,90,0.620896276
27.85246158,1.5,1.53,-0.03,0,HOLD,1.53,-39.24,0.07,90,0.620896276
27.90586591,1.5,1.53,-0.03,0,HOLD,1.53,-39.24,0.07,90,0.620896276
27.95966363,1.5,1.46,0.04,0,HOLD,1.46,-39.24,0.07,90,0.5942292889256022
28.00273108,1.5,1.39,0.11,1,CLIMB,1.39,-39.25,0.06,90,0.5675623017027375
28.05550051,1.5,1.39,0.11,1,CLIMB,1.39,-39.25,0.06,90,0.5675623017027375
28.10864329,1.5,1.34,0.16,1,CLIMB,1.34,-39.29,0.04,90,0.5485144536864056
28.15205455,1.5,1.34,0.16,1,CLIMB,1.34,-39.29,0.04,90,0.5485144536864056
28.20505881,1.5,1.34,0.16,1,CLIMB,1.34,-39.29,0.04,90,0.5485144536864056
28.25836778,1.5,1.31,0.19,1,CLIMB,1.31,-39.3,0.02,90,0.5370857448766064
28.30485058,1.5,1.32,0.18,1,CLIMB,1.32,-39.37,-0.01,90,0.5408953144798728
28.36024356,1.5,1.32,0.18,1,CLIMB,1.32,-39.37,-0.01,90,0.5408953144798728
28.40382123,1.5,1.36,0.14,1,CLIMB,1.36,-39.33,-0.03,90,0.5561335928929384
28.45656204,1.5,1.36,0.14,1,CLIMB,1.36,-39.33,-0.03,90,0.5561335928929384
28.509377,1.5,1.41,0.09,0,HOLD,1.41,-39.23,-0.06,90,0.5751814409092703
28.55185175,1.5,1.41,0.09,0,HOLD,1.41,-39.23,-0.06,90,0.5751814409092703
28.60468698,1.5,1.41,0.09,0,HOLD,1.41,-39.23,-0.06,90,0.5751814409092703
28.65840816,1.5,1.49,0.01,0,HOLD,1.49,-39.14,-0.07,90,0.6056579977354014
28.70152235,1.5,1.49,0.01,0,HOLD,1.49,-39.14,-0.07,90,0.6056579977354014
28.75448465,1.5,1.57,-0.07,0,HOLD,1.57,-39.14,-0.08,90,0.6361345545615325
28.80778551,1.5,1.57,-0.07,0,HOLD,1.57,-39.14,-0.08,90,0.6361345545615325
28.85130906,1.5,1.64,-0.14,-0.8,DESCEND,1.64,-39.1,-0.06,90,0.6628015417843971
28.90538454,1.5,1.64,-0.14,-0.8,DESCEND,1.64,-39.1,-0.06,90,0.6628015417843971
28.95852304,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.08,-0.05,90,0.6818493898007291
29.00098848,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.08,-0.05,90,0.6818493898007291
29.05410838,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.02,-0.03,90,0.6932780986105282
29.10696363,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.02,-0.03,90,0.6932780986105282
29.15303922,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-38.98,0,90,0.6970876682137946
29.20718193,1.5,1.73,-0.23,-0.8,DESCEND,1.73,-38.98,0,90,0.6970876682137946
29.26031637,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.04,0.01,90,0.6932780986105282
29.30253696,1.5,1.72,-0.22,-0.8,DESCEND,1.72,-39.04,0.01,90,0.6932780986105282
29.35519195,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.17,0.03,90,0.6818493898007291
29.40842175,1.5,1.69,-0.19,-0.8,DESCEND,1.69,-39.17,0.03,90,0.6818493898007291
29.4510448,1.5,1.64,-0.14,-0.8,DESCEND,1.64,-39.11,0.05,90,0.6628015417843971
29.50360155,1.5,1.64,-0.14,-0.8,DESCEND,1.64,-39.11,0.05,90,0.6628015417843971
29.55637598,1.5,1.58,-0.08,0,HOLD,1.58,-39.19,0.06,90,0.6399441241647988
29.61088252,1.5,1.58,-0.08,0,HOLD,1.58,-39.19,0.06,90,0.6399441241647988
29.65456128,1.5,1.52,-0.02,0,HOLD,1.52,-39.2,0.06,90,0.6170867065452006
29.70766234,1.5,1.52,-0.02,0,HOLD,1.52,-39.2,0.06,90,0.6170867065452006
29.75199294,1.5,1.45,0.05,0,HOLD,1.45,-39.29,0.06,90,0.5904197193223358
29.80577302,1.5,1.45,0.05,0,HOLD,1.45,-39.29,0.06,90,0.5904197193223358
29.85918689,1.5,1.39,0.11,1,CLIMB,1.39,-39.24,0.05,90,0.5675623017027375
29.90286255,1.5,1.39,0.11,1,CLIMB,1.39,-39.24,0.05,90,0.5675623017027375
29.95553589,1.5,1.35,0.15,1,CLIMB,1.35,-39.3,0.03,90,0.552324023
