mission_time,target_altitude,current_altitude,error,velocity_cmd,proportional,integral,derivative
17.35315227508545,1.5,1.42,0.08000000000000007,0.07816999999999985,0.02400000000000002,0.054169999999999836,0.0
17.406484127044678,1.5,1.42,0.08000000000000007,0.07820999999999986,0.02400000000000002,0.054209999999999835,0.0
17.459748029708862,1.5,1.42,0.08000000000000007,0.07824999999999985,0.02400000000000002,0.05424999999999983,0.0
17.50204634666443,1.5,1.42,0.08000000000000007,0.07828999999999985,0.02400000000000002,0.054289999999999825,0.0
17.555103302001953,1.5,1.42,0.08000000000000007,0.07832999999999984,0.02400000000000002,0.05432999999999982,0.0
17.60797095298767,1.5,1.42,0.08000000000000007,0.07836999999999983,0.02400000000000002,0.054369999999999814,0.0
17.650100231170654,1.5,1.43,0.07000000000000006,0.07340499999999983,0.02100000000000002,0.054404999999999815,-0.0020000000000000018
17.702293634414673,1.5,1.43,0.07000000000000006,0.07543999999999984,0.02100000000000002,0.054439999999999815,0.0
17.75531530380249,1.5,1.42,0.08000000000000007,0.08047999999999983,0.02400000000000002,0.054479999999999806,0.0020000000000000018
17.80930185317993,1.5,1.42,0.08000000000000007,0.07851999999999983,0.02400000000000002,0.054519999999999805,0.0
